1 0 0 5 .01 .01
1.01 0 0 4.94557 .01 .01
1.02 0 0 4.89226 .01 .01
1.03 0 0 4.84004 .01 .01
1.04 0 0 4.78887 .01 .01
1.05 0 0 4.73873 .01 .01
1.06 0 0 4.68958 .01 .01
1.07 0 0 4.64139 .01 .01
1.08 0 0 4.59414 .01 .01
1.09 0 0 4.54779 .01 .01
1.1 0 0 4.50234 .01 .01
1.11 0 0 4.45774 .01 .01
1.12 0 0 4.41398 .01 .01
1.13 0 0 4.37103 .01 .01
1.14 0 0 4.32887 .01 .01
1.15 0 0 4.28748 .01 .01
1.16 0 0 4.24684 .01 .01
1.17 0 0 4.20693 .01 .01
1.18 0 0 4.16773 .01 .01
1.19 0 0 4.12922 .01 .01
1.2 0 0 4.09139 .01 .01
1.21 0 0 4.05421 .01 .01
1.22 0 0 4.01767 .01 .01
1.23 0 0 3.98175 .01 .01
1.24 0 0 3.94645 .01 .01
1.25 0 0 3.91173 .01 .01
1.26 0 0 3.87759 .01 .01
1.27 0 0 3.84402 .01 .01
1.28 0 0 3.811 .01 .01
1.29 0 0 3.77852 .01 .01
1.3 0 0 3.74656 .01 .01
1.31 0 0 3.71511 .01 .01
1.32 0 0 3.68416 .01 .01
1.33 0 0 3.6537 .01 .01
1.34 0 0 3.62372 .01 .01
1.35 0 0 3.59421 .01 .01
1.36 0 0 3.56515 .01 .01
1.37 0 0 3.53653 .01 .01
1.38 0 0 3.50835 .01 .01
1.39 0 0 3.4806 .01 .01
1.4 0 0 3.45326 .01 .01
1.41 0 0 3.42633 .01 .01
1.42 0 0 3.3998 .01 .01
1.43 0 0 3.37365 .01 .01
1.44 0 0 3.34789 .01 .01
1.45 0 0 3.3225 .01 .01
1.46 0 0 3.29748 .01 .01
1.47 0 0 3.27281 .01 .01
1.48 0 0 3.24849 .01 .01
1.49 0 0 3.22452 .01 .01
1.5 0 0 3.20088 .01 .01
1.51 0 0 3.17757 .01 .01
1.52 0 0 3.15458 .01 .01
1.53 0 0 3.13191 .01 .01
1.54 0 0 3.10955 .01 .01
1.55 0 0 3.08749 .01 .01
1.56 0 0 3.06572 .01 .01
1.57 0 0 3.04425 .01 .01
1.58 0 0 3.02306 .01 .01
1.59 0 0 3.00216 .01 .01
1.6 0 0 2.98152 .01 .01
1.61 0 0 2.96116 .01 .01
1.62 0 0 2.94106 .01 .01
1.63 0 0 2.92122 .01 .01
1.64 0 0 2.90163 .01 .01
1.65 0 0 2.88229 .01 .01
1.66 0 0 2.8632 .01 .01
1.67 0 0 2.84434 .01 .01
1.68 0 0 2.82572 .01 .01
1.69 0 0 2.80734 .01 .01
1.7 0 0 2.78918 .01 .01
1.71 0 0 2.77124 .01 .01
1.72 0 0 2.75352 .01 .01
1.73 0 0 2.73602 .01 .01
1.74 0 0 2.71873 .01 .01
1.75 0 0 2.70164 .01 .01
1.76 0 0 2.68476 .01 .01
1.77 0 0 2.66808 .01 .01
1.78 0 0 2.6516 .01 .01
1.79 0 0 2.63531 .01 .01
1.8 0 0 2.61921 .01 .01
1.81 0 0 2.6033 .01 .01
1.82 0 0 2.58757 .01 .01
1.83 0 0 2.57202 .01 .01
1.84 0 0 2.55664 .01 .01
1.85 0 0 2.54145 .01 .01
1.86 0 0 2.52642 .01 .01
1.87 0 0 2.51156 .01 .01
1.88 0 0 2.49687 .01 .01
1.89 0 0 2.48234 .01 .01
1.9 0 0 2.46798 .01 .01
1.91 0 0 2.45377 .01 .01
1.92 0 0 2.43971 .01 .01
1.93 0 0 2.42581 .01 .01
1.94 0 0 2.41206 .01 .01
1.95 0 0 2.39846 .01 .01
1.96 0 0 2.385 .01 .01
1.97 0 0 2.37169 .01 .01
1.98 0 0 2.35851 .01 .01
1.99 0 0 2.34548 .01 .01
2 0 0 2.33258 .01 .01
2.01 0 0 2.31982 .01 .01
2.02 0 0 2.30719 .01 .01
2.03 0 0 2.29469 .01 .01
2.04 0 0 2.28232 .01 .01
2.05 0 0 2.27008 .01 .01
2.06 0 0 2.25796 .01 .01
2.07 0 0 2.24596 .01 .01
2.08 0 0 2.23409 .01 .01
2.09 0 0 2.22233 .01 .01
2.1 0 0 2.21069 .01 .01
2.11 0 0 2.19917 .01 .01
2.12 0 0 2.18776 .01 .01
2.13 0 0 2.17647 .01 .01
2.14 0 0 2.16528 .01 .01
2.15 0 0 2.15421 .01 .01
2.16 0 0 2.14324 .01 .01
2.17 0 0 2.13238 .01 .01
2.18 0 0 2.12162 .01 .01
2.19 0 0 2.11097 .01 .01
2.2 0 0 2.10041 .01 .01
2.21 0 0 2.08996 .01 .01
2.22 0 0 2.07961 .01 .01
2.23 0 0 2.06935 .01 .01
2.24 0 0 2.05919 .01 .01
2.25 0 0 2.04913 .01 .01
2.26 0 0 2.03916 .01 .01
2.27 0 0 2.02928 .01 .01
2.28 0 0 2.01949 .01 .01
2.29 0 0 2.00979 .01 .01
2.3 0 0 2.00018 .01 .01
2.31 0 0 1.99066 .01 .01
2.32 0 0 1.98122 .01 .01
2.33 0 0 1.97187 .01 .01
2.34 0 0 1.9626 .01 .01
2.35 0 0 1.95342 .01 .01
2.36 0 0 1.94432 .01 .01
2.37 0 0 1.93529 .01 .01
2.38 0 0 1.92635 .01 .01
2.39 0 0 1.91749 .01 .01
2.4 0 0 1.9087 .01 .01
2.41 0 0 1.89999 .01 .01
2.42 0 0 1.89136 .01 .01
2.43 0 0 1.8828 .01 .01
2.44 0 0 1.87431 .01 .01
2.45 0 0 1.8659 .01 .01
2.46 0 0 1.85755 .01 .01
2.47 0 0 1.84928 .01 .01
2.48 0 0 1.84108 .01 .01
2.49 0 0 1.83295 .01 .01
2.5 0 0 1.82489 .01 .01
2.51 0 0 1.81689 .01 .01
2.52 0 0 1.80896 .01 .01
2.53 0 0 1.8011 .01 .01
2.54 0 0 1.7933 .01 .01
2.55 0 0 1.78557 .01 .01
2.56 0 0 1.77789 .01 .01
2.57 0 0 1.77029 .01 .01
2.58 0 0 1.76274 .01 .01
2.59 0 0 1.75526 .01 .01
2.6 0 0 1.74783 .01 .01
2.61 0 0 1.74047 .01 .01
2.62 0 0 1.73316 .01 .01
2.63 0 0 1.72591 .01 .01
2.64 0 0 1.71872 .01 .01
2.65 0 0 1.71159 .01 .01
2.66 0 0 1.70451 .01 .01
2.67 0 0 1.69749 .01 .01
2.68 0 0 1.69053 .01 .01
2.69 0 0 1.68361 .01 .01
2.7 0 0 1.67676 .01 .01
2.71 0 0 1.66995 .01 .01
2.72 0 0 1.6632 .01 .01
2.73 0 0 1.6565 .01 .01
2.74 0 0 1.64985 .01 .01
2.75 0 0 1.64325 .01 .01
2.76 0 0 1.6367 .01 .01
2.77 0 0 1.63021 .01 .01
2.78 0 0 1.62376 .01 .01
2.79 0 0 1.61736 .01 .01
2.8 0 0 1.611 .01 .01
2.81 0 0 1.6047 .01 .01
2.82 0 0 1.59844 .01 .01
2.83 0 0 1.59223 .01 .01
2.84 0 0 1.58606 .01 .01
2.85 0 0 1.57994 .01 .01
2.86 0 0 1.57386 .01 .01
2.87 0 0 1.56783 .01 .01
2.88 0 0 1.56185 .01 .01
2.89 0 0 1.5559 .01 .01
2.9 0 0 1.55 .01 .01
2.91 0 0 1.54414 .01 .01
2.92 0 0 1.53833 .01 .01
2.93 0 0 1.53255 .01 .01
2.94 0 0 1.52682 .01 .01
2.95 0 0 1.52113 .01 .01
2.96 0 0 1.51548 .01 .01
2.97 0 0 1.50986 .01 .01
2.98 0 0 1.50429 .01 .01
2.99 0 0 1.49876 .01 .01
3 0 0 1.49326 .01 .01
3.01 0 0 1.48781 .01 .01
3.02 0 0 1.48239 .01 .01
3.03 0 0 1.47701 .01 .01
3.04 0 0 1.47167 .01 .01
3.05 0 0 1.46636 .01 .01
3.06 0 0 1.46109 .01 .01
3.07 0 0 1.45585 .01 .01
3.08 0 0 1.45066 .01 .01
3.09 0 0 1.44549 .01 .01
3.1 0 0 1.44036 .01 .01
3.11 0 0 1.43527 .01 .01
3.12 0 0 1.43021 .01 .01
3.13 0 0 1.42518 .01 .01
3.14 0 0 1.42019 .01 .01
3.15 0 0 1.41523 .01 .01
3.16 0 0 1.41031 .01 .01
3.17 0 0 1.40542 .01 .01
3.18 0 0 1.40056 .01 .01
3.19 0 0 1.39573 .01 .01
3.2 0 0 1.39093 .01 .01
3.21 0 0 1.38616 .01 .01
3.22 0 0 1.38143 .01 .01
3.23 0 0 1.37673 .01 .01
3.24 0 0 1.37205 .01 .01
3.25 0 0 1.36741 .01 .01
3.26 0 0 1.3628 .01 .01
3.27 0 0 1.35821 .01 .01
3.28 0 0 1.35366 .01 .01
3.29 0 0 1.34913 .01 .01
3.3 0 0 1.34464 .01 .01
3.31 0 0 1.34017 .01 .01
3.32 0 0 1.33573 .01 .01
3.33 0 0 1.33132 .01 .01
3.34 0 0 1.32693 .01 .01
3.35 0 0 1.32258 .01 .01
3.36 0 0 1.31825 .01 .01
3.37 0 0 1.31394 .01 .01
3.38 0 0 1.30967 .01 .01
3.39 0 0 1.30542 .01 .01
3.4 0 0 1.3012 .01 .01
3.41 0 0 1.297 .01 .01
3.42 0 0 1.29283 .01 .01
3.43 0 0 1.28868 .01 .01
3.44 0 0 1.28456 .01 .01
3.45 0 0 1.28047 .01 .01
3.46 0 0 1.2764 .01 .01
3.47 0 0 1.27235 .01 .01
3.48 0 0 1.26833 .01 .01
3.49 0 0 1.26433 .01 .01
3.5 0 0 1.26036 .01 .01
3.51 0 0 1.25641 .01 .01
3.52 0 0 1.25249 .01 .01
3.53 0 0 1.24858 .01 .01
3.54 0 0 1.2447 .01 .01
3.55 0 0 1.24085 .01 .01
3.56 0 0 1.23702 .01 .01
3.57 0 0 1.2332 .01 .01
3.58 0 0 1.22942 .01 .01
3.59 0 0 1.22565 .01 .01
3.6 0 0 1.2219 .01 .01
3.61 0 0 1.21818 .01 .01
3.62 0 0 1.21448 .01 .01
3.63 0 0 1.2108 .01 .01
3.64 0 0 1.20714 .01 .01
3.65 0 0 1.2035 .01 .01
3.66 0 0 1.19989 .01 .01
3.67 0 0 1.19629 .01 .01
3.68 0 0 1.19272 .01 .01
3.69 0 0 1.18916 .01 .01
3.7 0 0 1.18563 .01 .01
3.71 0 0 1.18211 .01 .01
3.72 0 0 1.17862 .01 .01
3.73 0 0 1.17514 .01 .01
3.74 0 0 1.17169 .01 .01
3.75 0 0 1.16825 .01 .01
3.76 0 0 1.16483 .01 .01
3.77 0 0 1.16143 .01 .01
3.78 0 0 1.15805 .01 .01
3.79 0 0 1.15469 .01 .01
3.8 0 0 1.15135 .01 .01
3.81 0 0 1.14803 .01 .01
3.82 0 0 1.14472 .01 .01
3.83 0 0 1.14144 .01 .01
3.84 0 0 1.13817 .01 .01
3.85 0 0 1.13491 .01 .01
3.86 0 0 1.13168 .01 .01
3.87 0 0 1.12846 .01 .01
3.88 0 0 1.12527 .01 .01
3.89 0 0 1.12208 .01 .01
3.9 0 0 1.11892 .01 .01
3.91 0 0 1.11577 .01 .01
3.92 0 0 1.11264 .01 .01
3.93 0 0 1.10953 .01 .01
3.94 0 0 1.10643 .01 .01
3.95 0 0 1.10335 .01 .01
3.96 0 0 1.10029 .01 .01
3.97 0 0 1.09724 .01 .01
3.98 0 0 1.0942 .01 .01
3.99 0 0 1.09119 .01 .01
4 0 0 1.08819 .01 .01
4.01 0 0 1.0852 .01 .01
4.02 0 0 1.08223 .01 .01
4.03 0 0 1.07928 .01 .01
4.04 0 0 1.07634 .01 .01
4.05 0 0 1.07342 .01 .01
4.06 0 0 1.07051 .01 .01
4.07 0 0 1.06762 .01 .01
4.08 0 0 1.06474 .01 .01
4.09 0 0 1.06188 .01 .01
4.1 0 0 1.05903 .01 .01
4.11 0 0 1.05619 .01 .01
4.12 0 0 1.05338 .01 .01
4.13 0 0 1.05057 .01 .01
4.14 0 0 1.04778 .01 .01
4.15 0 0 1.045 .01 .01
4.16 0 0 1.04224 .01 .01
4.17 0 0 1.03949 .01 .01
4.18 0 0 1.03675 .01 .01
4.19 0 0 1.03403 .01 .01
4.2 0 0 1.03133 .01 .01
4.21 0 0 1.02863 .01 .01
4.22 0 0 1.02595 .01 .01
4.23 0 0 1.02328 .01 .01
4.24 0 0 1.02063 .01 .01
4.25 0 0 1.01799 .01 .01
4.26 0 0 1.01536 .01 .01
4.27 0 0 1.01274 .01 .01
4.28 0 0 1.01014 .01 .01
4.29 0 0 1.00755 .01 .01
4.3 0 0 1.00497 .01 .01
4.31 0 0 1.00241 .01 .01
4.32 0 0 0.999857 .01 .01
4.33 0 0 0.997317 .01 .01
4.34 0 0 0.99479 .01 .01
4.35 0 0 0.992274 .01 .01
4.36 0 0 0.989771 .01 .01
4.37 0 0 0.98728 .01 .01
4.38 0 0 0.984801 .01 .01
4.39 0 0 0.982334 .01 .01
4.4 0 0 0.979878 .01 .01
4.41 0 0 0.977434 .01 .01
4.42 0 0 0.975002 .01 .01
4.43 0 0 0.972581 .01 .01
4.44 0 0 0.970172 .01 .01
4.45 0 0 0.967774 .01 .01
4.46 0 0 0.965387 .01 .01
4.47 0 0 0.963012 .01 .01
4.48 0 0 0.960648 .01 .01
4.49 0 0 0.958295 .01 .01
4.5 0 0 0.955952 .01 .01
4.51 0 0 0.953621 .01 .01
4.52 0 0 0.951301 .01 .01
4.53 0 0 0.948991 .01 .01
4.54 0 0 0.946692 .01 .01
4.55 0 0 0.944403 .01 .01
4.56 0 0 0.942125 .01 .01
4.57 0 0 0.939858 .01 .01
4.58 0 0 0.937601 .01 .01
4.59 0 0 0.935354 .01 .01
4.6 0 0 0.933118 .01 .01
4.61 0 0 0.930891 .01 .01
4.62 0 0 0.928675 .01 .01
4.63 0 0 0.926469 .01 .01
4.64 0 0 0.924273 .01 .01
4.65 0 0 0.922087 .01 .01
